peakName,gene,TBP,TFIIA,TFIIB,TFIIE,TFIIF
chrV_448933_449561,YER138C,<1,NA,NA,NA,NA
chrV_448933_449561,YER137C-A,<1,NA,NA,NA,NA
chrXIV_619433_620143,YNL007C,<1,NA,NA,NA,NA
chrV_259643_260080,YER053C,<1,NA,NA,NA,NA
chrVI_63989_64440,YFL034C-B,<1,NA,NA,NA,NA
chrXII_1002033_1002636,YLR432W,<1,NA,NA,NA,NA
chrXV_733447_733959,YOR208W,<1,NA,NA,NA,NA
chrVIII_121645_122162,YHR007C,<1,NA,NA,NA,NA
chrIV_1222338_1222739,YDR373W,<1,NA,NA,NA,NA
chrVII_894246_894699,YGR198W,<1,NA,NA,NA,NA
chrII_241261_241743,YBR001C,<1,NA,NA,NA,NA
chrXII_645067_645313,YLR254C,<1,NA,NA,NA,NA
chrXIV_118876_119210,YNL276C,<1,NA,NA,NA,NA
chrII_628822_629078,YBR203W,<1,NA,NA,NA,NA
chrX_142936_143213,YJL146W,<1,NA,NA,NA,NA
chrX_535614_536063,YJR054W,<1,NA,NA,NA,NA
chrXVI_685381_685925,YPR069C,<1,NA,NA,NA,NA
chrXII_404101_404454,YLR130C,<1,NA,NA,NA,NA
chrXII_581735_582237,YLR222C,<1,NA,NA,NA,NA
chrVII_996479_996827,YGR252W,<1,NA,NA,NA,NA
chrIII_163012_163550,YCR024C-A,<1,NA,NA,NA,NA
chrXV_363920_364388,YOR018W,<1,NA,NA,NA,NA
chrXI_258755_260116,YKL096C-B,<1,NA,NA,NA,NA
chrXII_906638_907092,YLR393W,<1,NA,NA,NA,NA
chrIV_190584_191013,YDL148C,<1,NA,NA,NA,NA
chrXV_683533_684100,YOR187W,<1,NA,NA,NA,NA
chrXII_658363_658863,YLR257W,<1,NA,NA,NA,NA
chrVIII_364252_364477,YHR129C,<1,NA,NA,NA,NA
chrV_318480_318935,YER079W,<1,NA,NA,NA,NA
chrXIV_66109_66500,YNL299W,<1,NA,NA,NA,NA
chrXV_427155_427715,YOR052C,<1,NA,NA,NA,NA
chrXII_500111_500850,YLR168C,<1,NA,NA,NA,NA
chrXII_1011969_1012498,YLR437C,<1,NA,NA,NA,NA
chrXIV_217014_217491,YNL231C,<1,NA,NA,NA,NA
chrXVI_582623_583266,YPR010C-A,<1,NA,NA,NA,NA
chrXI_626492_626671,YKR096W,<1,NA,NA,NA,NA
chrVII_584492_584876,YGR046W,<1,NA,NA,NA,NA
chrXII_903125_903901,YLR390W-A,<1,NA,NA,NA,NA
chrVII_363913_364337,YGL077C,<1,NA,NA,NA,NA
chrXII_84425_84763,YLL028W,<1,NA,NA,NA,NA
chrXVI_373497_373671,YPL092W,<1,NA,NA,NA,NA
chrXV_986466_986873,YOR347C,<1,NA,NA,NA,NA
chrXIV_283955_284148,YNL189W,<1,NA,NA,NA,NA
chrIX_231082_231476,YIL070C,<1,NA,NA,NA,NA
chrXII_588924_589326,YLR225C,<1,NA,NA,NA,NA
chrVII_596399_596571,YGR054W,<1,NA,NA,NA,NA
chrXV_103894_104342,YOL113W,<1,NA,NA,NA,NA
chrVII_979272_979778,YGR244C,<1,NA,NA,NA,NA
chrV_359028_359505,YER099C,<1,NA,NA,NA,NA
chrV_33484_33857,YEL063C,<1,NA,NA,NA,NA
chrXIV_545931_546296,YNL043C,<1,NA,NA,NA,NA
chrXV_1084957_1085578,YOR396W,<1,NA,NA,NA,NA
chrX_241747_242007,YJL098W,<1,NA,NA,NA,NA
chrXIV_662573_662843,YNR017W,<1,NA,NA,NA,NA
chrXV_514928_515151,YOR101W,<1,NA,NA,NA,NA
chrIV_365916_366238,YDL049C,<1,NA,NA,NA,NA
chrXIII_701127_701356,YMR216C,<1,NA,NA,NA,NA
chrXV_507560_507855,YOR097C,<1,NA,NA,NA,NA
chrXIII_510316_510784,YMR121C,<1,NA,NA,NA,NA
chrIV_1019070_1019260,YDR279W,<1,NA,NA,NA,NA
chrX_610823_611161,YJR096W,<1,NA,NA,NA,NA
chrXV_678391_678947,YOR183W,<1,NA,NA,NA,NA
chrIX_96378_97474,YIL134C-A,<1,NA,NA,NA,NA
chrXVI_282961_283445,YPL142C,<1,NA,NA,NA,NA
chrXV_184936_185538,YOL077W-A,<1,NA,NA,NA,NA
chrV_15902_16407,YEL071W,<1,NA,NA,NA,NA
chrXI_179178_179755,YKL141W,<1,NA,NA,NA,NA
chrXI_611107_611542,YKR091W,<1,NA,NA,NA,NA
chrXI_442706_443136,YKR001C,<1,NA,NA,NA,NA
chrXVI_801926_802392,YPR137W,<1,NA,NA,NA,NA
chrII_483369_483762,YBR121C,<1,NA,NA,NA,NA
chrVII_228214_228841,YGL147C,<1,NA,NA,NA,NA
chrXI_640232_640449,YKR101W,<1,NA,NA,NA,NA
chrIV_1355431_1356071,YDR447C,<1,NA,NA,NA,NA
chrIV_1135644_1135822,YDR334W,<1,NA,NA,NA,NA
chrV_56215_56529,YEL052W,<1,NA,NA,NA,NA
chrIV_363543_364018,YDL052C,<1,NA,NA,NA,NA
chrXI_306831_307342,YKL069W,<1,NA,NA,NA,NA
chrIV_1015733_1016064,YDR277C,<1,NA,NA,NA,NA
chrVII_605542_605852,YGR057C,<1,NA,NA,NA,NA
chrXIV_65282_65815,YNL300W,<1,NA,NA,NA,NA
chrXV_103894_104342,YOL114C,<1,NA,NA,NA,NA
chrVI_129987_130293,YFL005W,<1,NA,NA,NA,NA
chrVII_904761_905325,YGR203W,<1,NA,NA,NA,NA
chrXI_425855_426278,YKL010C,<1,NA,NA,NA,NA
chrII_283421_283670,YBR022W,<1,NA,NA,NA,NA
chrXIII_534687_535091,YMR131C,<1,NA,NA,NA,NA
chrXV_504300_504738,YOR095C,<1,NA,NA,NA,NA
chrX_598339_598748,YJR092W,<1,NA,NA,NA,NA
chrII_581340_581784,YBR172C,<1,NA,NA,NA,NA
chrXII_187142_187495,YLR023C,<1,NA,NA,NA,NA
chrXIII_95310_95807,YML087C,<1,NA,NA,NA,NA
chrXVI_95093_95503,YPL242C,<1,NA,NA,NA,NA
chrII_301118_301540,YBR032W,<1,NA,NA,NA,NA
chrIX_212045_212573,YIL078W,<1,NA,NA,NA,NA
chrVII_741999_742271,YGR125W,<1,NA,NA,NA,NA
chrXI_24854_25196,YKL216W,<1,NA,NA,NA,NA
chrXI_362264_362600,YKL039W,<1,NA,NA,NA,NA
chrXV_830649_830876,YOR270C,<1,NA,NA,NA,NA
chrXI_245427_245695,YKL104C,<1,NA,NA,NA,NA
chrVII_746410_746808,YGR127W,<1,NA,NA,NA,NA
chrXV_648871_649357,YOR168W,<1,NA,NA,NA,NA
chrIV_924483_924710,YDR229W,<1,NA,NA,NA,NA
chrXIII_801443_801725,YMR267W,<1,NA,NA,NA,NA
chrXV_259152_259452,snR50,<1,NA,NA,NA,NA
chrXIII_624179_624353,YMR181C,<1,NA,NA,NA,NA
chrXVI_638897_639513,YPR033C,<1,NA,NA,NA,NA
chrV_541373_541633,YER176W,<1,NA,NA,NA,NA
chrII_716474_716827,YBR248C,<1,NA,NA,NA,NA
chrII_287921_288299,YBR023C,<1,NA,NA,NA,NA
chrX_186669_187059,YJL125C,<1,NA,NA,NA,NA
chrXVI_301287_301539,YPL133C,<1,NA,NA,NA,NA
chrIX_96378_97474,snR68,<1,NA,NA,NA,NA
chrX_373893_374074,YJL039C,<1,NA,NA,NA,NA
chrVI_119103_119386,YFL008W,<1,NA,NA,NA,NA
chrV_257935_258347,YER052C,<1,NA,NA,NA,NA
chrXIV_586792_587214,YNL024C-A,<1,NA,NA,NA,NA
chrII_315155_315627,YBR039W,<1,NA,NA,NA,NA
chrVIII_125853_126821,YHR010W,<1,NA,NA,NA,NA
chrVII_200150_200498,YGL161C,<1,NA,NA,NA,NA
chrIII_289330_289549,YCR095C,<1,NA,NA,NA,NA
chrXIII_305619_305930,YMR016C,<1,NA,NA,NA,NA
chrXIII_429648_429969,YMR080C,<1,NA,NA,NA,NA
chrXIV_614417_614860,YNL009W,<1,NA,NA,NA,NA
chrVII_131118_131568,YGL195W,<1,NA,NA,NA,NA
chrVIII_429267_429449,YHR164C,<1,NA,NA,NA,NA
chrX_452033_452465,YJR008W,<1,NA,NA,NA,NA
chrXVI_313117_313297,YPL125W,<1,NA,NA,NA,NA
chrII_770474_770715,YBR283C,<1,NA,NA,NA,NA
chrXI_630887_631056,YKR097W,<1,NA,NA,NA,NA
chrII_132080_132358,YBL047C,<1,NA,NA,NA,NA
chrVI_74582_74802,YFL032W,<1,NA,NA,NA,NA
chrXV_421660_421997,YOR048C,<1,NA,NA,NA,NA
chrVI_55941_56387,YFL038C,<1,NA,NA,NA,NA
chrXVI_568893_569455,YPR006C,<1,NA,NA,NA,NA
chrIV_245550_245938,YDL120W,<1,NA,NA,NA,NA
chrXII_554251_554547,YLR206W,<1,NA,NA,NA,NA
chrIX_432058_432518,YIR039C,<1,NA,NA,NA,NA
chrXIII_674772_675114,YMR205C,<1,NA,NA,NA,NA
chrVII_786903_787290,YGR147C,<1,NA,NA,NA,NA
chrXVI_609993_610422,YPR023C,<1,NA,NA,NA,NA
chrVIII_383192_383529,YHR142W,<1,NA,NA,NA,NA
chrXI_575940_576372,YKR071C,<1,NA,NA,NA,NA
chrVIII_280529_280757,YHR087W,<1,NA,NA,NA,NA
chrXIII_494705_494939,YMR113W,<1,NA,NA,NA,NA
chrIV_312523_312770,YDL080C,<1,NA,NA,NA,NA
chrXII_211984_212233,YLR034C,<1,NA,NA,NA,NA
chrXII_49559_49964,YLL043W,<1,NA,NA,NA,NA
chrIII_192985_193401,YCR035C,<1,NA,NA,NA,NA
chrIV_538498_538786,YDR040C,<1,NA,NA,NA,NA
chrV_396264_396430,YER116C,<1,NA,NA,NA,NA
chrVII_1060110_1060320,YGR283C,<1,NA,NA,NA,NA
chrXIII_605647_605963,YMR172W,<1,NA,NA,NA,NA
chrX_507492_507649,YJR040W,<1,NA,NA,NA,NA
chrXI_425855_426278,YKL009W,<1,NA,NA,NA,NA
chrXIV_336213_336526,YNL160W,<1,NA,NA,NA,NA
chrX_413251_413895,YJL012C,<1,NA,NA,NA,NA
chrV_156443_156813,YER002W,<1,NA,NA,NA,NA
chrV_51530_51895,YEL055C,<1,NA,NA,NA,NA
chrVIII_98773_99163,YHL006C,<1,NA,NA,NA,NA
chrVII_772026_772534,YGR142W,<1,NA,NA,NA,NA
chrXI_431125_431496,snR87,<1,NA,NA,NA,NA
chrIV_1405934_1406118,YDR473C,<1,NA,NA,NA,NA
chrVII_420527_420927,YGL040C,<1,NA,NA,NA,NA
chrXII_723720_724022,YLR297W,<1,NA,NA,NA,NA
chrIV_1345086_1345381,YDR441C,<1,NA,NA,NA,NA
chrXII_237678_238071,YLR045C,<1,NA,NA,NA,NA
chrIV_228774_229223,YDL130W-A,<1,NA,NA,NA,NA
chrIV_548387_548575,YDR045C,<1,NA,NA,NA,NA
chrVI_55941_56387,YFL037W,<1,NA,NA,NA,NA
chrIV_73867_74310,YDL215C,<1,NA,NA,NA,NA
chrIV_363543_364018,YDL051W,<1,NA,NA,NA,NA
chrIV_653316_653555,YDR099W,<1,NA,NA,NA,NA
chrXII_131381_131734,YLL008W,<1,NA,NA,NA,NA
chrXIII_568280_568479,YMR155W,<1,NA,NA,NA,NA
chrXVI_62991_63224,YPL257W,<1,NA,NA,NA,NA
chrVIII_56297_56659,YHL024W,<1,NA,NA,NA,NA
chrX_116874_117274,YJL161W,<1,NA,NA,NA,NA
chrXI_340983_341299,YKL051W,<1,NA,NA,NA,NA
chrVII_1022342_1022629,YGR266W,<1,NA,NA,NA,NA
chrXV_925467_925634,YOR326W,<1,NA,NA,NA,NA
chrIII_147673_147933,YCR017C,<1,NA,NA,NA,NA
chrVIII_74952_75533,YHL015W,<1,NA,NA,NA,NA
chrXVI_557851_558580,YPR002W,<1,NA,NA,NA,NA
chrIV_746183_746355,YDR144C,<1,NA,NA,NA,NA
chrXIV_380803_381193,YNL130C,<1,NA,NA,NA,NA
chrXVI_85290_85637,YPL246C,<1,NA,NA,NA,NA
chrXVI_398123_398420,YPL083C,<1,NA,NA,NA,NA
chrXVI_450348_450739,YPL058C,<1,NA,NA,NA,NA
chrIV_403362_403552,YDL028C,<1,NA,NA,NA,NA
chrXIII_302459_302843,YMR015C,<1,NA,NA,NA,NA
chrXIII_424724_425064,YMR078C,<1,NA,NA,NA,NA
chrVII_289558_289727,YGL116W,<1,NA,NA,NA,NA
chrXIII_653730_654005,YMR195W,<1,NA,NA,NA,NA
chrXVI_882870_883275,YPR169W-A,<1,NA,NA,NA,NA
chrXVI_882870_883275,YPR170W-B,<1,NA,NA,NA,NA
chrVII_982102_982364,YGR245C,<1,NA,NA,NA,NA
chrIV_87898_88266,YDL207W,<1,NA,NA,NA,NA
chrVII_535661_536122,YGR027W-A,<1,NA,NA,NA,NA
chrVII_535661_536122,YGR027W-B,<1,NA,NA,NA,NA
chrX_227012_227311,YJL104W,<1,NA,NA,NA,NA
chrXII_233914_234576,YLR044C,<1,NA,NA,NA,NA
chrI_183509_183701,YAR027W,<1,NA,NA,NA,NA
chrXII_963474_963766,YLR420W,<1,NA,NA,NA,NA
chrXIII_627793_628150,YMR183C,<1,NA,NA,NA,NA
chrXIV_510214_510537,YNL062C,<1,NA,NA,NA,NA
chrXIV_625815_626170,YNL003C,<1,NA,NA,NA,NA
chrX_450666_451045,YJR007W,<1,NA,NA,NA,NA
chrXIV_510214_510537,YNL061W,<1,NA,NA,NA,NA
chrXII_566313_566575,YLR212C,<1,NA,NA,NA,NA
chrIII_293441_293901,YCR097W,<1,NA,NA,NA,NA
chrXI_590106_590356,YKR080W,<1,NA,NA,NA,NA
chrXIII_137291_137481,YML068W,<1,NA,NA,NA,NA
chrXV_386569_386753,YOR030W,<1,NA,NA,NA,NA
chrXV_853061_853418,YOR288C,<1,NA,NA,NA,NA
chrVII_610249_610552,YGR060W,<1,NA,NA,NA,NA
chrXVI_798947_799194,YPR135W,<1,NA,NA,NA,NA
chrIV_245550_245938,YDL121C,<1,NA,NA,NA,NA
chrI_45603_45869,YAL053W,<1,NA,NA,NA,NA
chrVII_475198_475566,YGL010W,<1,NA,NA,NA,NA
chrX_160302_160610,YJL133W,<1,NA,NA,NA,NA
chrIII_136906_137163,YCR011C,<1,NA,NA,NA,NA
chrXI_93259_93660,YKL186C,<1,NA,NA,NA,NA
chrXI_613824_614269,YKR092C,<1,NA,NA,NA,NA
chrXVI_599481_599934,YPR020W,<1,NA,NA,NA,NA
chrXVI_831668_832004,YPR151C,<1,NA,NA,NA,NA
chrV_196546_197027,YER021W,<1,NA,NA,NA,NA
chrVIII_242291_242550,YHR073W,<1,NA,NA,NA,NA
chrXI_554582_555069,YKR059W,<1,NA,NA,NA,NA
chrXIII_513273_513590,YMR123W,<1,NA,NA,NA,NA
chrVII_738209_738517,YGR123C,<1,NA,NA,NA,NA
chrII_100040_100509,YBL066C,<1,NA,NA,NA,NA
chrVIII_386874_387271,YHR143W-A,<1,NA,NA,NA,NA
chrXII_929435_929822,YLR405W,<1,NA,NA,NA,NA
chrXV_361136_361367,YOR017W,<1,NA,NA,NA,NA
chrV_453102_453496,YER141W,<1,NA,NA,NA,NA
chrXII_543634_543982,YLR196W,<1,NA,NA,NA,NA
chrI_76127_76494,YAL036C,<1,NA,NA,NA,NA
chrVII_532567_532942,YGR024C,<1,NA,NA,NA,NA
chrXI_489676_489951,YKR026C,<1,NA,NA,NA,NA
chrIV_370849_371312,YDL046W,<1,NA,NA,NA,NA
chrXII_218795_219335,YLR035C-A,<1,NA,NA,NA,NA
chrXI_322908_323230,YKL062W,<1,NA,NA,NA,NA
chrXIV_627105_627489,YNL001W,<1,NA,NA,NA,NA
chrIV_1436588_1436955,YDR494W,<1,NA,NA,NA,NA
chrVIII_231820_232129,YHR068W,<1,NA,NA,NA,NA
chrXI_364326_364911,snR69,<1,NA,NA,NA,NA
chrVII_687646_687837,YGR099W,<1,NA,NA,NA,NA
chrXV_1036439_1036815,YOR372C,<1,NA,NA,NA,NA
chrXVI_135411_135855,YPL220W,<1,NA,NA,NA,NA
chrIX_83039_83354,YIL143C,<1,NA,NA,NA,NA
chrVII_306255_306602,YGL107C,<1,NA,NA,NA,NA
chrXIV_627105_627489,YNL002C,<1,NA,NA,NA,NA
chrV_414122_414528,YER127W,<1,NA,NA,NA,NA
chrXI_608710_608870,YKR090W,<1,NA,NA,NA,NA
chrXVI_844275_844831,YPR158W-A,<1,NA,NA,NA,NA
chrXVI_844275_844831,YPR158W-B,<1,NA,NA,NA,NA
chrV_332787_333182,YER087C-B,<1,NA,NA,NA,NA
chrX_189394_189795,YJL123C,<1,NA,NA,NA,NA
chrXVI_529303_529706,YPL013C,<1,NA,NA,NA,NA
chrIV_371887_372298,YDL045W-A,<1,NA,NA,NA,NA
chrIV_126472_126792,YDL185W,<1,NA,NA,NA,NA
chrV_177491_177869,YER012W,<1,NA,NA,NA,NA
chrXV_784541_784863,YOR239W,<1,NA,NA,NA,NA
chrXV_528704_528869,YOR110W,<1,NA,NA,NA,NA
chrXV_882435_882786,YOR302W,<1,NA,NA,NA,NA
chrXV_606087_606561,YOR145C,<1,NA,NA,NA,NA
chrIX_102534_102722,YIL130W,<1,NA,NA,NA,NA
chrV_97862_98035,YEL029C,<1,NA,NA,NA,NA
chrVIII_335709_335922,YHR112C,<1,NA,NA,NA,NA
chrIV_621848_622069,YDR089W,<1,NA,NA,NA,NA
chrIII_173477_173707,YCR028C-A,<1,NA,NA,NA,NA
chrV_268081_268449,YER056C,<1,NA,NA,NA,NA
chrVIII_141348_141760,YHR018C,<1,NA,NA,NA,NA
chrXV_1072994_1073156,YOR388C,<1,NA,NA,NA,NA
chrX_230958_231338,YJL102W,<1,NA,NA,NA,NA
chrXIII_325567_325881,YMR027W,<1,NA,NA,NA,NA
chrXVI_829473_830057,YPR149W,<1,NA,NA,NA,NA
chrIII_197096_197577,YCR037C,<1,NA,NA,NA,NA
chrVII_283949_284228,YGL120C,<1,NA,NA,NA,NA
chrXII_265124_265483,YLR064W,<1,NA,NA,NA,NA
chrXV_186657_187086,YOL076W,<1,NA,NA,NA,NA
chrXV_675661_675912,YOR181W,<1,NA,NA,NA,NA
chrIV_36531_36725,YDL234C,<1,NA,NA,NA,NA
chrIV_832479_832769,YDR185C,<1,NA,NA,NA,NA
chrVIII_480684_480962,YHR186C,<1,NA,NA,NA,NA
chrX_421595_422033,YJL008C,<1,NA,NA,NA,NA
chrXV_233638_233936,YOL052C,<1,NA,NA,NA,NA
chrXIII_841630_841951,YMR286W,<1,NA,NA,NA,NA
chrII_447380_447566,YBR102C,<1,NA,NA,NA,NA
chrXIII_649788_649982,YMR193W,<1,NA,NA,NA,NA
chrXV_453542_453692,YOR069W,<1,NA,NA,NA,NA
chrXVI_834220_834609,YPR154W,<1,NA,NA,NA,NA
chrIV_326123_326472,YDL074C,<1,NA,NA,NA,NA
chrVIII_35859_36488,YHL033C,<1,NA,NA,NA,NA
chrXI_196068_196285,YKL130C,<1,NA,NA,NA,NA
chrXV_186657_187086,YOL077C,<1,NA,NA,NA,NA
chrXV_949142_949373,YOR335C,<1,NA,NA,NA,NA
chrVII_180359_180742,YGL172W,<1,NA,NA,NA,NA
chrVIII_160553_160837,YHR026W,<1,NA,NA,NA,NA
chrII_113461_113766,YBL056W,<1,NA,NA,NA,NA
chrX_461519_461842,YJR014W,<1,NA,NA,NA,NA
chrXII_296142_296340,YLR083C,<1,NA,NA,NA,NA
chrXV_436403_436581,YOR058C,<1,NA,NA,NA,NA
chrXV_792223_792553,YOR243C,<1,NA,NA,NA,NA
chrXIV_247192_247434,YNL212W,<1,NA,NA,NA,NA
chrXI_73929_74094,YKL197C,<1,NA,NA,NA,NA
chrXVI_679388_679703,YPR065W,<1,NA,NA,NA,NA
chrIV_616191_616401,YDR085C,<1,NA,NA,NA,NA
chrV_414122_414528,YER126C,<1,NA,NA,NA,NA
chrXV_52803_53099,YOL144W,<1,NA,NA,NA,NA
chrXV_307588_307994,YOL010W,<1,NA,NA,NA,NA
chrVIII_81601_81922,YHL011C,<1,NA,NA,NA,NA
chrV_460105_460631,YER144C,<1,NA,NA,NA,NA
chrXIV_48015_48319,YNL313C,<1,NA,NA,NA,NA
chrXIV_574282_574438,YNL032W,<1,NA,NA,NA,NA
chrIII_132930_133607,YCR010C,<1,NA,NA,NA,NA
chrIV_80439_80674,YDL211C,<1,NA,NA,NA,NA
chrXVI_751920_752207,YPR112C,<1,NA,NA,NA,NA
chrV_451320_451519,YER140W,<1,NA,NA,NA,NA
chrXII_131381_131734,YLL009C,<1,NA,NA,NA,NA
chrVII_307060_307525,YGL105W,<1,NA,NA,NA,NA
chrXII_787333_787706,YLR330W,<1,NA,NA,NA,NA
chrXIV_553131_553340,YNL040W,<1,NA,NA,NA,NA
chrXVI_335661_335946,YPL114W,<1,NA,NA,NA,NA
chrIV_1294418_1294656,YDR411C,<1,NA,NA,NA,NA
chrXII_633287_633707,YLR247C,<1,NA,NA,NA,NA
chrXV_727194_727560,YOR205C,<1,NA,NA,NA,NA
chrV_115828_116218,YEL021W,<1,NA,NA,NA,NA
chrXI_201739_202088,YKL128C,<1,NA,NA,NA,NA
chrXVI_538963_539194,YPL009C,<1,NA,NA,NA,NA
chrXVI_767453_767764,YPR118W,<1,NA,NA,NA,NA
chrIII_58636_59004,YCL037C,<1,NA,NA,NA,NA
chrV_404292_404696,YER122C,<1,NA,NA,NA,NA
chrII_721162_721332,YBR251W,<1,NA,NA,NA,NA
chrV_251432_251738,YER049W,<1,NA,NA,NA,NA
chrXV_792223_792553,YOR244W,<1,NA,NA,NA,NA
chrVII_832161_832466,YGR167W,<1,NA,NA,NA,NA
chrX_672720_672977,YJR133W,<1,NA,NA,NA,NA
chrXVI_648416_648707,YPR041W,<1,NA,NA,NA,NA
chrXII_408218_408374,YLR132C,<1,NA,NA,NA,NA
chrII_142853_143164,YBL040C,<1,NA,NA,NA,NA
chrVII_1049945_1050252,YGR279C,<1,NA,NA,NA,NA
chrVIII_488145_488608,YHR193C,<1,NA,NA,NA,NA
chrXIII_664481_664740,YMR200W,<1,NA,NA,NA,NA
chrII_697348_697536,YBR238C,<1,NA,NA,NA,NA
chrXIV_392081_392533,YNL125C,<1,NA,NA,NA,NA
chrXIV_383768_383924,YNL127W,<1,NA,NA,NA,NA
chrVI_221280_221835,YFR031C-A,<1,NA,NA,NA,NA
chrXIV_110436_110665,YNL280C,<1,NA,NA,NA,NA
chrVII_843558_843869,YGR173W,<1,NA,NA,NA,NA
chrXV_333344_333559,YOR004W,<1,NA,NA,NA,NA
chrIV_202623_202795,YDL142C,<1,NA,NA,NA,NA
chrIV_1362166_1362474,YDR451C,<1,NA,NA,NA,NA
chrVII_457883_458135,YGL020C,<1,NA,NA,NA,NA
chrVII_809423_809695,YGR161C,<1,NA,NA,NA,NA
chrXII_225075_225547,YLR038C,<1,NA,NA,NA,NA
chrXV_400071_400415,YOR035C,<1,NA,NA,NA,NA
chrXI_226355_226505,YKL112W,<1,NA,NA,NA,NA
chrXV_531245_531491,YOR112W,<1,NA,NA,NA,NA
chrXIII_914548_914805,YMR319C,<1,NA,NA,NA,NA
chrIX_160557_160938,YIL108W,<1,NA,NA,NA,NA
chrIV_1112169_1112693,YDR322C-A,<1,NA,NA,NA,NA
chrVI_95032_95264,YFL022C,<1,NA,NA,NA,NA
chrXII_561727_562011,YLR210W,<1,NA,NA,NA,NA
chrXIII_178094_178480,YML048W,<1,NA,NA,NA,NA
chrIV_930272_930717,YDR233C,<1,NA,NA,NA,NA
chrXIII_912163_912398,YMR318C,<1,NA,NA,NA,NA
chrXII_576611_576762,YLR220W,<1,NA,NA,NA,NA
chrIX_92835_93015,YIL137C,<1,NA,NA,NA,NA
chrXII_561727_562011,YLR209C,<1,NA,NA,NA,NA
chrVI_109898_110235,YFL013C,<1,NA,NA,NA,NA
chrVII_165104_165351,YGL179C,<1,NA,NA,NA,NA
chrXIII_462661_462830,YMR098C,<1,NA,NA,NA,NA
chrIV_139231_139538,YDL178W,<1,NA,NA,NA,NA
chrVII_358285_358712,YGL080W,<1,NA,NA,NA,NA
chrX_683336_683506,YJR137C,<1,NA,NA,NA,NA
chrXIV_587818_588148,YNL024C,<1,NA,NA,NA,NA
chrXV_602343_602613,YOR143C,<1,NA,NA,NA,NA
chrXV_329158_329402,YOR002W,<1,NA,NA,NA,NA
chrXIII_742671_742998,YMR236W,<1,NA,NA,NA,NA
chrXVI_118168_118323,YPL228W,<1,NA,NA,NA,NA
chrII_107420_107662,YBL061C,<1,NA,NA,NA,NA
chrIV_163148_163430,YDL167C,<1,NA,NA,NA,NA
chrVII_475198_475566,YGL011C,<1,NA,NA,NA,NA
chrVII_144451_144893,YGL191W,<1,NA,NA,NA,NA
chrIV_1473030_1473237,YDR514C,<1,NA,NA,NA,NA
chrVII_374779_375144,YGL070C,<1,NA,NA,NA,NA
chrXII_332092_332407,YLR095C,<1,NA,NA,NA,NA
chrII_227407_227594,YBL004W,<1,NA,NA,NA,NA
chrX_161603_161954,YJL132W,<1,NA,NA,NA,NA
chrX_310652_310890,YJL070C,<1,NA,NA,NA,NA
chrXIV_182579_182905,YNL248C,<1,NA,NA,NA,NA
chrXIV_488120_488396,YNL074C,<1,NA,NA,NA,NA
chrXV_727194_727560,YOR206W,<1,NA,NA,NA,NA
chrXVI_198887_199033,YPL183W-A,<1,NA,NA,NA,NA
chrII_613809_614258,YBR196C,<1,NA,NA,NA,NA
chrII_92172_92387,YBL068W,<1,NA,NA,NA,NA
chrII_565460_565717,YBR163W,<1,NA,NA,NA,NA
chrII_595856_596105,YBR183W,<1,NA,NA,NA,NA
chrIX_310925_311136,YIL022W,<1,NA,NA,NA,NA
chrIII_293441_293901,YCR096C,<1,NA,NA,NA,NA
chrX_632937_633211,YJR109C,<1,NA,NA,NA,NA
chrXV_147098_147398,YOL090W,<1,NA,NA,NA,NA
chrVII_567457_567742,YGR038C-B,<1,NA,NA,NA,NA
chrVII_567457_567742,YGR038C-A,<1,NA,NA,NA,NA
chrXV_761197_761598,YOR224C,<1,NA,NA,NA,NA
chrX_636769_637024,YJR112W,<1,NA,NA,NA,NA
chrXIII_693159_693336,YMR213W,<1,NA,NA,NA,NA
chrIV_1052198_1052522,YDR294C,<1,NA,NA,NA,NA
chrXI_592530_592814,YKR081C,<1,NA,NA,NA,NA
chrI_33203_33427,YAL061W,<1,NA,NA,NA,NA
chrII_435748_436028,YBR096W,<1,NA,NA,NA,NA
chrIX_375195_375401,YIR010W,<1,NA,NA,NA,NA
chrX_559094_559472,YJR066W,<1,NA,NA,NA,NA
chrXIV_182579_182905,YNL247W,<1,NA,NA,NA,NA
chrIII_151886_152101,YCR018C-A,<1,NA,NA,NA,NA
chrVII_729668_729937,YGR119C,<1,NA,NA,NA,NA
chrVII_856290_856575,YGR180C,<1,NA,NA,NA,NA
chrXIII_779014_779503,YMR256C,<1,NA,NA,NA,NA
chrXVI_775238_775389,YPR120C,<1,NA,NA,NA,NA
chrIV_906989_907406,YDR221W,<1,NA,NA,NA,NA
chrVIII_337852_338049,YHR114W,<1,NA,NA,NA,NA
chrXV_860295_860483,YOR290C,<1,NA,NA,NA,NA
chrX_247045_247201,YJL095W,<1,NA,NA,NA,NA
chrVII_1058572_1059137,YGR282C,<1,NA,NA,NA,NA
chrXII_340937_341180,YLR099C,<1,NA,NA,NA,NA
chrIII_84812_85129,YCL020W,<1,NA,NA,NA,NA
chrIII_84812_85129,YCL019W,<1,NA,NA,NA,NA
chrVII_306255_306602,YGL106W,<1,NA,NA,NA,NA
chrXV_888760_889021,YOR305W,<1,NA,NA,NA,NA
chrXII_4356_4506,YLL067C,<1,NA,NA,NA,NA
chrXVI_856250_856524,YPR158C-C,<1,NA,NA,NA,NA
