gene,TATA_class
CUT653,TATA-less
CUT654,TATA-containing
CUT655,TATA-less
CUT657,TATA-less
CUT659,TATA-containing
CUT667,TATA-less
CUT668,TATA-containing
CUT669,TATA-less
CUT673,TATA-less
CUT674,TATA-less
CUT677,TATA-containing
CUT680,TATA-containing
CUT681,TATA-less
CUT686,TATA-less
CUT687,TATA-less
CUT691,TATA-less
CUT695,TATA-less
CUT698,TATA-less
CUT699,TATA-less
CUT700,TATA-less
CUT701,TATA-less
CUT702,TATA-less
CUT704,TATA-less
CUT705,TATA-less
CUT706,TATA-less
CUT707,TATA-less
CUT708,TATA-less
CUT714,TATA-less
CUT716,TATA-less
CUT720,TATA-less
CUT721,TATA-containing
CUT723,TATA-less
CUT727,TATA-containing
CUT728,TATA-less
CUT732,TATA-less
CUT735,TATA-less
CUT736,TATA-less
CUT737,TATA-less
CUT739,TATA-containing
CUT740,TATA-less
CUT741,TATA-less
CUT746,TATA-less
CUT750,TATA-less
CUT751,TATA-less
CUT754,TATA-less
CUT756,TATA-less
CUT761,TATA-less
CUT763,TATA-less
CUT765,TATA-less
CUT767,TATA-less
CUT772,TATA-less
CUT775,TATA-less
CUT776,TATA-containing
CUT777,TATA-less
CUT779,TATA-less
CUT780,TATA-containing
CUT782,TATA-less
CUT785,TATA-less
CUT788,TATA-less
CUT791,TATA-less
CUT793,TATA-containing
CUT795,TATA-less
CUT797,TATA-less
CUT798,TATA-containing
CUT800,TATA-containing
CUT801,TATA-less
CUT803,TATA-less
CUT805,TATA-less
CUT806,TATA-containing
CUT808,TATA-less
CUT809,TATA-containing
CUT811,TATA-less
CUT812,TATA-less
CUT813,TATA-less
CUT815,TATA-less
CUT816,TATA-less
CUT817,TATA-containing
CUT818,TATA-less
CUT820,TATA-less
CUT822,TATA-less
CUT825,TATA-containing
CUT826,TATA-less
CUT827,TATA-less
CUT831,TATA-less
CUT833,TATA-less
CUT834,TATA-less
CUT836,TATA-less
CUT837,TATA-less
CUT842,TATA-less
CUT843,TATA-less
CUT844,TATA-less
CUT846,TATA-less
CUT848,TATA-containing
CUT849,TATA-less
CUT855,TATA-less
CUT857,TATA-less
CUT860,TATA-less
CUT861,TATA-less
CUT863,TATA-less
CUT864,TATA-containing
CUT867,TATA-containing
CUT868,TATA-less
CUT874,TATA-less
CUT878,TATA-less
CUT879,TATA-less
CUT880,TATA-less
CUT884,TATA-containing
CUT885,TATA-less
CUT887,TATA-less
CUT888,TATA-less
CUT890,TATA-containing
CUT891,TATA-less
CUT893,TATA-less
CUT896,TATA-less
CUT897,TATA-less
CUT901,TATA-containing
CUT902,TATA-less
CUT903,TATA-less
CUT905,TATA-less
CUT906,TATA-less
CUT907,TATA-less
CUT910,TATA-less
CUT913,TATA-less
CUT914,TATA-less
CUT915,TATA-containing
CUT916,TATA-less
CUT918,TATA-less
CUT919,TATA-less
CUT922,TATA-less
ST0010,TATA-less
ST0047,TATA-less
ST0054,TATA-less
ST0101,TATA-less
ST0112,TATA-less
ST0138,TATA-less
ST0142,TATA-less
ST0169,TATA-containing
ST0182,TATA-less
ST0237,TATA-less
ST0269,TATA-less
ST0304,TATA-less
ST0323,TATA-less
ST0331,TATA-less
ST0339,TATA-less
ST0370,TATA-less
ST0443,TATA-less
ST0447,TATA-containing
ST0450,TATA-less
ST0462,TATA-less
ST0466,TATA-less
ST0505,TATA-less
ST0511,TATA-less
ST0513,TATA-less
ST0517,TATA-less
ST0592,TATA-less
ST0633,TATA-less
ST0641,TATA-less
ST0657,TATA-containing
ST0685,TATA-less
ST0764,TATA-less
ST0779,TATA-less
ST0780,TATA-less
ST0790,TATA-less
ST0803,TATA-less
ST0838,TATA-less
ST0889,TATA-less
ST0890,TATA-less
ST0954,TATA-less
ST0970,TATA-less
ST0982,TATA-less
ST0990,TATA-less
ST0998,TATA-less
ST1043,TATA-less
ST1062,TATA-less
ST1139,TATA-less
ST1158,TATA-less
ST1194,TATA-less
ST1222,TATA-less
ST1278,TATA-less
ST1280,TATA-less
ST1300,TATA-less
ST1336,TATA-less
ST1349,TATA-less
ST1358,TATA-less
ST1359,TATA-less
ST1365,TATA-less
ST1372,TATA-containing
ST1383,TATA-less
ST1384,TATA-less
ST1388,TATA-less
ST1407,TATA-less
ST1426,TATA-less
ST1430,TATA-containing
ST1447,TATA-less
ST1457,TATA-less
ST1480,TATA-less
ST1555,TATA-less
ST1582,TATA-less
ST1600,TATA-less
ST1611,TATA-less
ST1620,TATA-less
ST1626,TATA-less
ST1644,TATA-containing
ST1646,TATA-less
ST1660,TATA-less
ST1712,TATA-containing
ST1725,TATA-less
ST1746,TATA-less
ST1778,TATA-less
ST1820,TATA-less
ST1871,TATA-less
ST1926,TATA-less
ST1948,TATA-less
ST1967,TATA-containing
ST2053,TATA-less
ST2058,TATA-containing
ST2060,TATA-less
ST2074,TATA-less
ST2151,TATA-containing
ST2173,TATA-containing
ST2174,TATA-less
ST2177,TATA-containing
ST2183,TATA-less
ST2225,TATA-less
ST2248,TATA-containing
ST2249,TATA-less
ST2252,TATA-less
ST2254,TATA-containing
ST2268,TATA-containing
ST2279,TATA-less
ST2285,TATA-less
ST2295,TATA-less
ST2302,TATA-less
ST2307,TATA-containing
ST2367,TATA-containing
ST2379,TATA-less
ST2418,TATA-less
ST2451,TATA-less
ST2468,TATA-less
ST2470,TATA-containing
ST2513,TATA-containing
ST2560,TATA-less
ST2569,TATA-less
ST2581,TATA-less
ST2668,TATA-less
ST2671,TATA-less
ST2674,TATA-less
ST2677,TATA-less
ST2760,TATA-less
ST2787,TATA-less
ST2802,TATA-less
ST2807,TATA-containing
ST2819,TATA-less
ST2825,TATA-less
ST2843,TATA-less
ST2848,TATA-less
ST2849,TATA-less
ST2958,TATA-less
ST2960,TATA-less
ST2964,TATA-less
ST2968,TATA-less
ST2974,TATA-less
ST2979,TATA-less
ST2980,TATA-less
ST2981,TATA-less
ST2999,TATA-containing
ST3039,TATA-less
ST3070,TATA-less
ST3088,TATA-less
ST3110,TATA-less
ST3116,TATA-less
ST3126,TATA-less
ST3147,TATA-less
ST3164,TATA-less
ST3180,TATA-less
ST3198,TATA-less
ST3200,TATA-less
ST3203,TATA-less
ST3209,TATA-less
ST3273,TATA-less
ST3302,TATA-containing
ST3335,TATA-less
ST3341,TATA-less
ST3343,TATA-less
ST3348,TATA-less
ST3399,TATA-less
ST3414,TATA-less
ST3430,TATA-less
ST3432,TATA-less
ST3440,TATA-less
ST3474,TATA-less
ST3485,TATA-containing
ST3498,TATA-less
ST3510,TATA-less
ST3511,TATA-less
ST3517,TATA-less
ST3521,TATA-less
ST3590,TATA-containing
ST3626,TATA-less
ST3627,TATA-less
ST3628,TATA-less
ST3634,TATA-less
ST3637,TATA-less
ST3640,TATA-less
ST3710,TATA-less
ST3723,TATA-less
ST3726,TATA-less
ST3737,TATA-less
ST3742,TATA-containing
ST3857,TATA-less
ST3913,TATA-less
ST3914,TATA-less
ST3953,TATA-less
ST3981,TATA-less
ST4129,TATA-containing
ST4152,TATA-less
ST4154,TATA-less
ST4168,TATA-containing
ST4195,TATA-less
ST4203,TATA-less
ST4216,TATA-less
ST4285,TATA-less
ST4290,TATA-containing
ST4309,TATA-containing
ST4345,TATA-less
ST4366,TATA-less
ST4385,TATA-less
ST4395,TATA-less
ST4401,TATA-less
ST4473,TATA-less
ST4481,TATA-containing
ST4485,TATA-less
ST4490,TATA-less
ST4529,TATA-less
ST4532,TATA-containing
ST4534,TATA-less
ST4539,TATA-less
ST4541,TATA-less
ST4547,TATA-less
ST4562,TATA-less
ST4659,TATA-containing
ST4661,TATA-less
ST4738,TATA-less
ST4747,TATA-less
ST4766,TATA-less
ST4769,TATA-less
ST4788,TATA-less
ST4796,TATA-less
ST4814,TATA-less
ST4827,TATA-less
ST4836,TATA-less
ST4891,TATA-less
ST4941,TATA-less
ST4965,TATA-less
ST4972,TATA-less
ST4980,TATA-less
ST5008,TATA-less
ST5020,TATA-less
ST5030,TATA-less
ST5060,TATA-less
ST5106,TATA-containing
ST5142,TATA-less
ST5162,TATA-less
ST5168,TATA-less
ST5187,TATA-less
ST5188,TATA-less
ST5200,TATA-less
ST5203,TATA-less
ST5209,TATA-less
ST5221,TATA-less
ST5225,TATA-less
ST5239,TATA-less
ST5248,TATA-less
ST5280,TATA-less
ST5282,TATA-less
ST5394,TATA-less
ST5411,TATA-less
ST5489,TATA-less
ST5494,TATA-less
ST5498,TATA-less
ST5508,TATA-less
ST5547,TATA-less
ST5574,TATA-containing
ST5577,TATA-less
ST5582,TATA-less
ST5615,TATA-less
ST5698,TATA-containing
ST5713,TATA-less
ST5715,TATA-less
ST5730,TATA-less
ST5790,TATA-less
ST5801,TATA-less
ST5859,TATA-less
ST5885,TATA-less
ST5918,TATA-less
ST5941,TATA-less
ST6064,TATA-containing
ST6102,TATA-less
ST6123,TATA-less
ST6133,TATA-less
ST6170,TATA-less
ST6193,TATA-less
ST6206,TATA-less
ST6212,TATA-less
ST6215,TATA-less
ST6224,TATA-less
ST6315,TATA-less
ST6349,TATA-less
ST6438,TATA-less
ST6464,TATA-less
ST6478,TATA-less
ST6539,TATA-less
ST6613,TATA-less
ST6624,TATA-less
ST6628,TATA-less
ST6637,TATA-less
ST6693,TATA-containing
ST6721,TATA-less
ST6730,TATA-less
ST6735,TATA-less
ST6768,TATA-less
ST6780,TATA-less
ST6788,TATA-less
ST6791,TATA-less
ST6845,TATA-less
ST6851,TATA-containing
ST6882,TATA-less
ST6888,TATA-less
ST6893,TATA-less
ST6911,TATA-less
ST6940,TATA-containing
ST6942,TATA-containing
ST6969,TATA-less
ST6971,TATA-less
ST7074,TATA-containing
ST7102,TATA-less
ST7111,TATA-less
ST7171,TATA-less
ST7186,TATA-less
ST7215,TATA-less
ST7218,TATA-less
ST7225,TATA-less
XUT,TATA-less
XUT,TATA-less
XUT,TATA-less
XUT,TATA-less
XUT,TATA-containing
XUT,TATA-less
XUT,TATA-less
XUT,TATA-less
XUT,TATA-less
XUT,TATA-less
XUT,TATA-less
rDNA,TATA-less
rDNA,TATA-less
rDNA,TATA-less
rDNA,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
telomeric,TATA-less
tA(AGC)F,TATA-less
tA(AGC)H,TATA-less
tA(AGC)K2,TATA-less
tA(AGC)L,TATA-less
tA(AGC)M1,TATA-less
tA(AGC)P,TATA-less
tA(UGC)A,TATA-less
tA(UGC)G,TATA-less
tA(UGC)L,TATA-less
tA(UGC)O,TATA-less
tC(GCA)B,TATA-less
tD(GUC)G2,TATA-less
tD(GUC)J4,TATA-less
tD(GUC)L2,TATA-less
tD(GUC)M,TATA-less
tD(GUC)O,TATA-less
tE(CUC)D,TATA-less
tE(CUC)I,TATA-containing
tE(UUC)E1,TATA-less
tE(UUC)E2,TATA-less
tE(UUC)G2,TATA-less
tE(UUC)J,TATA-less
tE(UUC)K,TATA-less
tE(UUC)L,TATA-less
tE(UUC)P,TATA-containing
tF(GAA)B,TATA-less
tF(GAA)D,TATA-containing
tF(GAA)G,TATA-less
tF(GAA)H2,TATA-less
tF(GAA)M,TATA-less
tF(GAA)N,TATA-less
tF(GAA)P1,TATA-less
tF(GAA)P2,TATA-less
tG(CCC)D,TATA-less
tG(CCC)O,TATA-less
tG(GCC)C,TATA-less
tG(GCC)D1,TATA-less
tG(GCC)D2,TATA-less
tG(GCC)F1,TATA-less
tG(GCC)G2,TATA-less
tG(GCC)M,TATA-less
tG(GCC)O1,TATA-less
tG(GCC)O2,TATA-less
tG(GCC)P1,TATA-less
tG(GCC)P2,TATA-less
tG(UCC)G,TATA-containing
tG(UCC)N,TATA-less
tH(GUG)E2,TATA-less
tH(GUG)G1,TATA-less
tH(GUG)K,TATA-less
tI(AAU)B,TATA-less
tI(AAU)E2,TATA-less
tI(AAU)I1,TATA-containing
tI(AAU)L1,TATA-less
tI(AAU)L2,TATA-containing
tK(CUU)D1,TATA-less
tK(CUU)E1,TATA-less
tK(CUU)G1,TATA-less
tK(CUU)G3,TATA-less
tK(UUU)G2,TATA-less
tK(UUU)K,TATA-less
tK(UUU)L,TATA-less
tK(UUU)O,TATA-less
tL(CAA)A,TATA-less
tL(GAG)G,TATA-less
tL(UAA)B1,TATA-less
tL(UAA)D,TATA-less
tL(UAA)J,TATA-containing
tL(UAA)L,TATA-less
tL(UAG)L1,TATA-less
tM(CAU)D,TATA-less
tM(CAU)E,TATA-less
tM(CAU)O1,TATA-less
tM(CAU)O2,TATA-less
tN(GUU)L,TATA-less
tN(GUU)N2,TATA-less
tN(GUU)O2,TATA-less
tP(AGG)N,TATA-less
tP(UGG)A,TATA-containing
tP(UGG)F,TATA-containing
tP(UGG)H,TATA-less
tP(UGG)L,TATA-less
tP(UGG)M,TATA-less
tP(UGG)N2,TATA-less
tP(UGG)O1,TATA-less
tP(UGG)O2,TATA-less
tQ(UUG)B,TATA-less
tQ(UUG)C,TATA-less
tQ(UUG)D1,TATA-less
tQ(UUG)D3,TATA-less
tQ(UUG)E2,TATA-less
tQ(UUG)L,TATA-less
tR(ACG)E,TATA-less
tR(ACG)J,TATA-less
tR(ACG)O,TATA-less
tR(CCG)L,TATA-less
tR(CCU)J,TATA-less
tR(UCU)D,TATA-less
tR(UCU)E,TATA-less
tR(UCU)G3,TATA-less
tR(UCU)K,TATA-less
tR(UCU)M1,TATA-less
tS(AGA)A,TATA-less
tS(AGA)B,TATA-less
tS(AGA)D3,TATA-less
tS(AGA)E,TATA-less
tS(AGA)J,TATA-less
tS(AGA)L,TATA-less
tS(AGA)M,TATA-less
tS(CGA)C,TATA-less
tS(GCU)F,TATA-less
tS(GCU)L,TATA-less
tS(GCU)O,TATA-less
tS(UGA)E,TATA-containing
tS(UGA)P,TATA-less
tT(AGU)D,TATA-less
tT(AGU)H,TATA-less
tT(AGU)I1,TATA-less
tT(AGU)I2,TATA-less
tT(AGU)N1,TATA-less
tT(AGU)N2,TATA-less
tT(AGU)O1,TATA-less
tT(CGU)K,TATA-containing
tT(UGU)G1,TATA-less
tT(UGU)G2,TATA-less
tT(UGU)P,TATA-less
tV(AAC)E2,TATA-less
tV(AAC)G2,TATA-less
tV(AAC)G3,TATA-less
tV(AAC)K1,TATA-less
tV(AAC)K2,TATA-less
tV(AAC)M1,TATA-less
tV(AAC)M2,TATA-less
tV(AAC)O,TATA-less
tV(CAC)D,TATA-less
tV(CAC)H,TATA-less
tV(UAC)B,TATA-less
tV(UAC)D,TATA-less
tW(CCA)G2,TATA-less
tX(XXX)D,TATA-less
tY(GUA)J2,TATA-less
tY(GUA)M2,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-containing
orphan,TATA-containing
orphan,TATA-less
orphan,TATA-less
orphan,TATA-less
orphan,TATA-containing
